subject,age,gender,educ,ses,engL1,answer,rating,condition,task,play_type,explanation
192,32,f,Two-year college degree,In the middle,"Yes, English is my first language.",$5 million dollars. That woman must have drank A LOT of coffee.,more,Metaphor,Starbucks Ice,irony,hyperbole
193,40,m,Completed High School,In the middle,"Yes, English is my first language.",We should probably look for accomplices maybe Randy the Seahorse opened his lid and helped point him in the right direction,less,Sarcasm & Metaphor,Inky the Octopus,compare,finding nemo
194,35,m,Four-year college degree,In the middle,"Yes, English is my first language.",Octopus escapes maximum security aquarium and is at large!,equal,Sarcasm & Metaphor,Inky the Octopus,compare,prisoner
195,39,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",The ice in your drink is ripping you off!,equal,Metaphor,Starbucks Ice,NA,NA
195,39,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",Inky really wanted out of the tank,less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
196,26,m,Completed High School,Near the bottom,"Yes, English is my first language.",Isn't this part of Finding Dory?,more,Sarcasm & Metaphor,Inky the Octopus,compare,finding nemo
197,53,f,Four-year college degree,In the middle,"Yes, English is my first language.",Truth in advertising is the issue a woman has with Starbucks.,less,Metaphor,Starbucks Ice,NA,NA
197,53,f,Four-year college degree,In the middle,"Yes, English is my first language.",An octopus is smarter than we think,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
198,55,m,Four-year college degree,In the middle,"Yes, English is my first language.",In other news an eight armed prisoner at the New Zealand aquarium made a daring escape to freedom via a drainage pipe to the sea.,equal,Sarcasm & Metaphor,Inky the Octopus,compare,prisoner
198,55,m,Four-year college degree,In the middle,"Yes, English is my first language.",These will be the most expensive ice cubes in history.,more,Metaphor,Starbucks Ice,NA,NA
199,31,m,Four-year college degree,In the middle,"Yes, English is my first language.",No one should be drinking even 14 ounces of liquid. That's too much for any one person.,equal,Metaphor,Starbucks Ice,NA,NA
200,34,f,Four-year college degree,In the middle,"Yes, English is my first language.",Don't have enough coffee? make 5 million bucks according to one thirsty Starbucks customer.,more,Metaphor,Starbucks Ice,NA,NA
201,43,f,Completed High School,In the middle,"Yes, English is my first language.","Wow , Inky pulled off an amazing escape!",more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
201,43,f,Completed High School,In the middle,"Yes, English is my first language.",$5 million dollars for too much ice in your drink ? I usually just ask them to put less ice...,equal,Metaphor,Starbucks Ice,NA,NA
202,49,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",That sure is an expensive 10 ounces!,equal,Metaphor,Starbucks Ice,NA,NA
203,60,f,Two-year college degree,In the middle,"Yes, English is my first language.",Looks like Inky made a break for it and is now on the lam.,more,Sarcasm & Metaphor,Inky the Octopus,compare,prisoner
203,60,f,Two-year college degree,In the middle,"Yes, English is my first language.",Did she also weigh the cookies?,equal,Metaphor,Starbucks Ice,NA,NA
204,31,f,Four-year college degree,In the middle,"Yes, English is my first language.",Wow what a surprise that must have been. Can you Imagine? Think there are people involved in the escape?,less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
204,31,f,Four-year college degree,In the middle,"Yes, English is my first language.",Maybe she will get free drinks and ice at no charge.,equal,Metaphor,Starbucks Ice,NA,NA
205,64,f,Two-year college degree,In the middle,"Yes, English is my first language.",Chicago woman short changed with her coffee.,more,Metaphor,Starbucks Ice,NA,NA
205,64,f,Two-year college degree,In the middle,"Yes, English is my first language.",Inky the Octopus slithered away into infinity.,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
206,33,f,Two-year college degree,In the middle,"Yes, English is my first language.","Whoa boy, folks, looks like we got a live one on our hands.",less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
207,42,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",You know....she may have a point!,more,Metaphor,Starbucks Ice,NA,NA
208,67,m,Four-year college degree,In the middle,"Yes, English is my first language.","A New Zealand Octopus known as Inky pulled off what must be the greatest escape of all-time, climbing out his aquarium enclosure, making his way across the floor and into a 5-inch pipe that drained into the sea.",more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
208,67,m,Four-year college degree,In the middle,"Yes, English is my first language.",Starbucks could be on the hook for $5 million after a woman sued the company for packing her iced beverage with too much ice.,equal,Metaphor,Starbucks Ice,NA,NA
209,30,f,Completed High School,Near the bottom,"Yes, English is my first language.","OH my, I wander if there will be a reward to catch the Octopus on the loose!",equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
209,30,f,Completed High School,Near the bottom,"Yes, English is my first language.",Maybe it is a little more cost effective if the lady just goes to Starbucks next time and orders her drink without the ice rather than spending money on a lawyer over this crazyness!,less,Metaphor,Starbucks Ice,NA,NA
210,27,f,Master's or equivalent professional degree,Near the top,"Yes, English is my first language.","Even though Starbucks is a big company, it is not reputable. I agree with the Chicago woman and file the lawsuit myself as well. They deserve it.",equal,Metaphor,Starbucks Ice,NA,NA
210,27,f,Master's or equivalent professional degree,Near the top,"Yes, English is my first language.",I wouldnt want to go to the national aquarium of New Zealand and risk my life so be careful guys.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
211,31,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",While Inkly may have escape you can rest assure that blinky Pinky and of coruse cyde and being watched over by the pacman guards,more,Baseline,Inky the Octopus,compare,pacman
212,30,m,Four-year college degree,In the middle,"Yes, English is my first language.","And now your funny animal story of the day, an octopus managed to escape its enclosure, more after the break.",less,Baseline,Inky the Octopus,NA,NA
212,30,m,Four-year college degree,In the middle,"Yes, English is my first language.",Pro tip: don't piss off a  person's love for coffee with alleged false advertising.,more,Sarcasm,Starbucks Ice,NA,NA
213,35,m,Completed High School,Near the bottom,"Yes, English is my first language.",That sounds like it'd be one messy escape.,more,Baseline,Inky the Octopus,wp,messy
214,40,m,Completed High School,Near the bottom,"Yes, English is my first language.",Apparently 14 oz. of coffee just doesn't make some women jittery enough.,more,Sarcasm,Starbucks Ice,NA,NA
216,21,m,Four-year college degree,In the middle,"Yes, English is my first language.",A slippery octopus slid right out of his tank in New Zealand and escaped into the wild.,more,Baseline,Inky the Octopus,NA,NA
218,46,m,Two-year college degree,In the middle,"Yes, English is my first language.",I think my daily Venti Iced Caff?™?´ Americano just got more expensive.,more,Sarcasm,Starbucks Ice,NA,NA
218,46,m,Two-year college degree,In the middle,"Yes, English is my first language.",I find Inky's story so interesting and inspiring that I might feel a need to forego the calamari appetizer on my next visit to Red Lobster.,more,Baseline,Inky the Octopus,NA,NA
219,25,m,Completed High School,Near the bottom,"Yes, English is my first language.",I think it's kind of over the top.,less,Sarcasm,Starbucks Ice,NA,NA
219,25,m,Completed High School,Near the bottom,"Yes, English is my first language.",Kind of crazy.,less,Baseline,Inky the Octopus,NA,NA
220,35,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",Who wants watered down drinks?,equal,Sarcasm,Starbucks Ice,NA,NA
221,45,m,Completed High School,Near the bottom,"Yes, English is my first language.",She definitely doesn't like her coffee iced!,more,Sarcasm,Starbucks Ice,NA,NA
221,45,m,Completed High School,Near the bottom,"Yes, English is my first language.",Sorry for wasting your time folks!,more,Baseline,Inky the Octopus,NA,NA
222,35,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",My goodness that's one flexible octopus!,less,Baseline,Inky the Octopus,NA,NA
222,35,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",An odd situation for sure.,equal,Sarcasm,Starbucks Ice,NA,NA
223,55,f,Completed High School,Near the bottom,"Yes, English is my first language.",Inky breaks out of aquarium to go home.,equal,Baseline,Inky the Octopus,NA,NA
223,55,f,Completed High School,Near the bottom,"Yes, English is my first language.",Ice irks woman to sue Starbucks.,more,Sarcasm,Starbucks Ice,NA,NA
224,58,m,Completed High School,In the middle,"Yes, English is my first language.","Good luck with that, seems ridiculous.",less,Sarcasm,Starbucks Ice,NA,NA
224,58,m,Completed High School,In the middle,"Yes, English is my first language.",Some things just want to be free.,equal,Baseline,Inky the Octopus,NA,NA
225,40,m,Four-year college degree,In the middle,"Yes, English is my first language.",Sneaky octopus makes daring escape from New Zealand aquarium.,more,Baseline,Inky the Octopus,NA,NA
226,44,f,Two-year college degree,In the middle,"Yes, English is my first language.",You may want to bring a measuring cup the next time you visit Starbucks.,more,Sarcasm,Starbucks Ice,NA,NA
227,38,f,Four-year college degree,Near the bottom,"Yes, English is my first language.","I don't know if I could handle it. I mean, I may be one of the first people to have my phone out video recording, all the same, wanting to move out of the octopus' way before it had to chance to slither towards me. OMG, I would be running like a chicken with my head cut off.",more,Baseline,Inky the Octopus,NA,NA
227,38,f,Four-year college degree,Near the bottom,"Yes, English is my first language.","Serious, you can't just take the ice out or pretty much, asked them not to put too much ice in your drink. Sheesh, $5 million shouldn't even be considered. I would just give her a refund with a couple of gift cards to make up for it. Ridiculous!!",more,Sarcasm,Starbucks Ice,NA,NA
228,60,f,Completed High School,In the middle,"Yes, English is my first language.",that's one determined octopus!,more,Baseline,Inky the Octopus,NA,NA
228,60,f,Completed High School,In the middle,"Yes, English is my first language.",that will buy a lot of starbucks drinks!,more,Sarcasm,Starbucks Ice,NA,NA
229,31,m,Completed High School,Near the bottom,"Yes, English is my first language.","Today at a New Zealand aquarium, a mischievous octopus named Inky seems to have made a break for freedom, managing to open his own tank and make a run for it through a drainage pipe, before he tasted the sweet air of freedom out on the open sea.",more,Baseline,Inky the Octopus,NA,NA
230,24,f,Four-year college degree,Near the top,"Yes, English is my first language.",It really goes to show how animals don't want to be held in captivity against their will.,more,Baseline,Inky the Octopus,NA,NA
230,24,f,Four-year college degree,Near the top,"Yes, English is my first language.",How could such a gross false advertising occur for so long with no one noticing?,less,Sarcasm,Starbucks Ice,NA,NA
231,28,f,Four-year college degree,In the middle,"Yes, English is my first language.",I think that would be something to see!,less,Baseline,Inky the Octopus,NA,NA
231,28,f,Four-year college degree,In the middle,"Yes, English is my first language.","That's only $500,000 per ounce",equal,Sarcasm,Starbucks Ice,NA,NA
232,52,f,Two-year college degree,In the middle,"Yes, English is my first language.","I think she ought to put those drinks out in the sun, wait five minutes and come back to do a remeasure of the liquid, sounds to me like someone has a little too much time on their hands!",more,Sarcasm,Starbucks Ice,NA,NA
233,24,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",An Octopus squeezed through a 5-inch wide drainage pip and escaped New Zealand Aquarium out to sea!,more,Baseline,Inky the Octopus,NA,NA
233,24,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",She could end up buying $5 million worth of ice!,more,Sarcasm,Starbucks Ice,NA,NA
234,39,f,Four-year college degree,In the middle,"Yes, English is my first language.",I'd like to take a closer look and test the amount in the cups.,more,Sarcasm,Starbucks Ice,NA,NA
234,39,f,Four-year college degree,In the middle,"Yes, English is my first language.",This is a smart Octopus!,more,Baseline,Inky the Octopus,NA,NA
235,28,f,Four-year college degree,Near the top,"Yes, English is my first language.",Apparently they need to stop showing Finding Nemo 2 to the animals.,more,Baseline,Inky the Octopus,irony,sarcasm
235,28,f,Four-year college degree,Near the top,"Yes, English is my first language.","You can order the drink without ice, it's not that hard.",more,Sarcasm,Starbucks Ice,NA,NA
236,54,f,Completed High School,Near the bottom,"Yes, English is my first language.",Inky the octopus is now known as an escapee straight out of the New Zealand national aquarium!,more,Baseline,Inky the Octopus,NA,NA
236,54,f,Completed High School,Near the bottom,"Yes, English is my first language.",Starbucks is being sued for being so stingy on the ice!,more,Sarcasm,Starbucks Ice,NA,NA
238,33,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",Forget find Nemo! Find Inky! New Zealand Aquarium octopus escapes tank to find his way back to the ocean.,more,Baseline,Inky the Octopus,compare,finding nemo
238,33,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",Nothing is ever enough for some people! Woman sues Starbucks over misrepresented drink.,more,Sarcasm,Starbucks Ice,NA,NA
239,37,f,Four-year college degree,In the middle,"Yes, English is my first language.","In local news, the octopus named inky escaped from the New Zealand aquarium by mean of slipping out through a drainage pipe. Slippery little sucker, right?",less,Baseline,Inky the Octopus,NA,NA
239,37,f,Four-year college degree,In the middle,"Yes, English is my first language.",A half million dollars per ounce seems a bit excessive to me!,equal,Sarcasm,Starbucks Ice,irony,hyperbole
240,60,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Inky makes daring break for sea world,more,Metaphor,Inky the Octopus,NA,NA
241,36,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",It sure seems like Starbucks is more interested in making a few extra pennies than giving people their full 24 ounces of morning joe. Is it time for a boycott?,more,Sarcasm,Starbucks Ice,NA,NA
241,36,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Inky sure is a slippery little fellow. Maybe the aquarium needs to install some barbed wire between the tanks.,more,Metaphor,Inky the Octopus,NA,NA
242,37,m,Two-year college degree,On the bottom,"Yes, English is my first language.",An octopus makes its great escape...,more,Metaphor,Inky the Octopus,NA,NA
243,27,m,Four-year college degree,In the middle,"Yes, English is my first language.",Apparently this lady has her priories on her drinks and not on her own self image.,equal,Sarcasm,Starbucks Ice,NA,NA
243,27,m,Four-year college degree,In the middle,"Yes, English is my first language.",These octopuses are remarkable creatures that astound others with their intelligence.,equal,Metaphor,Inky the Octopus,NA,NA
245,35,m,Completed High School,In the middle,"Yes, English is my first language.",Now that is one Octopus that can give Houdini a run for his money.,more,Metaphor,Inky the Octopus,compare,escape artist
245,35,m,Completed High School,In the middle,"Yes, English is my first language.",5 million? that must be some good coffee or some horrible ice.,equal,Sarcasm,Starbucks Ice,NA,NA
247,30,m,Completed High School,Near the top,"Yes, English is my first language.",It sounds pretty crazy. The octopus would have been scared and may have hurt itself. It probably was exploring rather than planning its escape. But it will probably be fine in the ocean.,equal,Metaphor,Inky the Octopus,NA,NA
247,30,m,Completed High School,Near the top,"Yes, English is my first language.",Is this fake? I do not think she will win.,less,Sarcasm,Starbucks Ice,NA,NA
248,45,m,Two-year college degree,In the middle,"Yes, English is my first language.",It must be a crummy zoo if the animals are trying to escape.,equal,Metaphor,Inky the Octopus,NA,NA
248,45,m,Two-year college degree,In the middle,"Yes, English is my first language.",Obviously ice is less dense than water she needs to go back to school.,more,Sarcasm,Starbucks Ice,NA,NA
249,34,m,Four-year college degree,Near the top,"Yes, English is my first language.","There appears to have been a prison break at the New Zealand Aquarium, as Inky the Octopus made a great escape.",more,Metaphor,Inky the Octopus,compare,prisoner
249,34,m,Four-year college degree,Near the top,"Yes, English is my first language.","Five million dollars for too much ice in your drink, good lord that's a lot of money.",more,Sarcasm,Starbucks Ice,NA,NA
250,47,m,Four-year college degree,In the middle,"Yes, English is my first language.",Five hundred thousand dollars for each missing ounce--sounds like a good deal to me.,more,Sarcasm,Starbucks Ice,irony,hyperbole
250,47,m,Four-year college degree,In the middle,"Yes, English is my first language.","He could come back, maybe he just went out with a cuttlefish.",more,Metaphor,Inky the Octopus,NA,NA
251,36,f,Four-year college degree,In the middle,"Yes, English is my first language.",Perhaps Pixar can make this the next installment of Finding Nemo.,equal,Metaphor,Inky the Octopus,compare,finding nemo
252,61,f,Four-year college degree,Near the top,"Yes, English is my first language.","Well, you know,  climate change will take care of that for her.",equal,Sarcasm,Starbucks Ice,irony,hyperbold
253,29,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",This seems like a ridiculous claim and a bit over the top. It's not important enough of an issue to sue someone.,more,Sarcasm,Starbucks Ice,NA,NA
253,29,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Octopus seems to be very intelligent. Almost too intelligent.,more,Metaphor,Inky the Octopus,NA,NA
254,25,f,Two-year college degree,In the middle,"Yes, English is my first language.",A woman is suing Starbucks for $5 million for false advertising on their drinks,less,Sarcasm,Starbucks Ice,NA,NA
254,25,f,Two-year college degree,In the middle,"Yes, English is my first language.",An octopus has escaped the national aquarium and is now on the loose!,more,Metaphor,Inky the Octopus,NA,NA
255,37,m,Completed High School,Near the bottom,"Yes, English is my first language.",That's one smart octopus.,equal,Metaphor,Inky the Octopus,NA,NA
255,37,m,Completed High School,Near the bottom,"Yes, English is my first language.","I doubt this will stand up in court, but stranger things have happened.",equal,Sarcasm,Starbucks Ice,NA,NA
256,44,m,Two-year college degree,In the middle,"Yes, English is my first language.",Starbucks being sued over ice!,more,Sarcasm,Starbucks Ice,NA,NA
256,44,m,Two-year college degree,In the middle,"Yes, English is my first language.",Kiwis dealing with a jailbreaking octopus,more,Metaphor,Inky the Octopus,NA,NA
258,26,f,Completed High School,Near the bottom,"Yes, English is my first language.",The national aquarium of New Zealand believe that Inky the Octopus has escaped his enclosure and continued to fit through a 5 inch wide drainage pipe out to the sea.,equal,Metaphor,Inky the Octopus,NA,NA
258,26,f,Completed High School,Near the bottom,"Yes, English is my first language.",A woman from Chicago that claimed Starbucks has been falsely advertising their 24 ounch iced drinks which contain only 14 ounces of liquid has filed a 5 million dollar lawsuit today.,equal,Sarcasm,Starbucks Ice,NA,NA
260,47,m,Four-year college degree,In the middle,"Yes, English is my first language.",I think Id like that flexibility.,more,Metaphor,Inky the Octopus,NA,NA
260,47,m,Four-year college degree,In the middle,"Yes, English is my first language.",I think this woman needs to understand and use the phrase 'no ice please'.,more,Sarcasm,Starbucks Ice,irony,sarcasm
261,30,f,Two-year college degree,In the middle,"Yes, English is my first language.","A New Zealand Aquarium is out of ink now that its main supplier, an octopus named inky, has escaped!",more,Metaphor,Inky the Octopus,compare,printer
262,32,f,Two-year college degree,In the middle,"Yes, English is my first language.",I'm sure they won't be playing Finding Dory at the aquarium anytime soon after the great escape.,equal,Metaphor,Inky the Octopus,compare,finding nemo
265,24,m,Four-year college degree,In the middle,"Yes, English is my first language.",That woman sure sounds like she could use another cup of coffee.,more,Sarcasm,Starbucks Ice,NA,NA
266,41,m,Four-year college degree,In the middle,"Yes, English is my first language.",Boy I guess they were showing the movie free willy at the aquarium this weekend.,more,Metaphor,Inky the Octopus,compare,free willy
267,41,m,Four-year college degree,In the middle,"Yes, English is my first language.",I guess now it's time to start boycotting ice.,more,Sarcasm,Starbucks Ice,NA,NA
267,41,m,Four-year college degree,In the middle,"Yes, English is my first language.",I've been saying this for years and people don't listen.........those octopus are some sneaky little molluscs.,more,Metaphor,Inky the Octopus,NA,NA
268,56,m,Completed High School,Near the bottom,"Yes, English is my first language.",That is one crafty octopus!,more,Metaphor,Inky the Octopus,NA,NA
268,56,m,Completed High School,Near the bottom,"Yes, English is my first language.",I'll bet that it was actually 24 ounces of liquid by the time she filed that lawsuit!,more,Sarcasm,Starbucks Ice,NA,NA
270,44,f,Four-year college degree,In the middle,"Yes, English is my first language.","Not sure how he opened the lid of his tank, but that is something that I would like to see.",equal,Sarcasm,Inky the Octopus,NA,NA
270,44,f,Four-year college degree,In the middle,"Yes, English is my first language.",I have to agree with the amount of ice they put in their drinks.,less,Sarcasm,Starbucks Ice,NA,NA
271,33,m,Master's or equivalent professional degree,In the middle,"No, English is not my first language.",How much in millions does one piece of ice cost?,more,Sarcasm,Starbucks Ice,NA,NA
271,33,m,Master's or equivalent professional degree,In the middle,"No, English is not my first language.","Even in New Zealand, the animals are risking their lives to get away from America's Trump.",more,Sarcasm,Inky the Octopus,NA,NA
272,36,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",I bet that was a tight squeeze.,equal,Sarcasm,Inky the Octopus,NA,NA
273,41,m,Four-year college degree,In the middle,"Yes, English is my first language.",These creatures are smarter then many animals.,less,Sarcasm,Inky the Octopus,NA,NA
273,41,m,Four-year college degree,In the middle,"Yes, English is my first language.",Who takes a scale with them to weight drinks?,more,Sarcasm,Starbucks Ice,NA,NA
274,27,m,Completed High School,In the middle,"Yes, English is my first language.","There has been a jail break at the New Zealand Aquarium, Inky the octopus has escaped his tank!",equal,Sarcasm,Inky the Octopus,NA,NA
274,27,m,Completed High School,In the middle,"Yes, English is my first language.","Too much solids and not enough liquids, a woman is clashing back against Starbucks for under filling her beverage.",more,Sarcasm,Starbucks Ice,NA,NA
275,26,m,Two-year college degree,Near the bottom,"Yes, English is my first language.","Oh no, I hope it doesn't murder people by strangling them with its inky tentacles.",more,Sarcasm,Inky the Octopus,NA,NA
275,26,m,Two-year college degree,Near the bottom,"Yes, English is my first language.","Wow, 5 million dollars could get her another 100 or so coffees from Starbucks!",more,Sarcasm,Starbucks Ice,irony,hyperbole
276,26,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",everyone in america is so god damn sue happy. this lady needs to grow up,less,Sarcasm,Starbucks Ice,NA,NA
276,26,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",I wonder what toilet the Octopus  will crawl out of.,equal,Sarcasm,Inky the Octopus,NA,NA
277,34,f,Completed High School,In the middle,"Yes, English is my first language.",Paying $5 for a cup of ice is a bit steep I agree.,more,Sarcasm,Starbucks Ice,NA,NA
278,51,f,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.",Starbucks claim of 24-ounces is a sham over ice.,more,Sarcasm,Starbucks Ice,NA,NA
280,22,m,Completed High School,In the middle,"Yes, English is my first language.",I think I'm going to die of fear!,more,Sarcasm,Inky the Octopus,NA,NA
280,22,m,Completed High School,In the middle,"Yes, English is my first language.",What a joke of a lady.,less,Sarcasm,Starbucks Ice,NA,NA
281,30,m,Two-year college degree,In the middle,"Yes, English is my first language.",Here we have a new headline about Octopus escaping from his Aquarium,less,Sarcasm,Inky the Octopus,NA,NA
281,30,m,Two-year college degree,In the middle,"Yes, English is my first language.",Next time she should try suing McDonald for too much ketchup,more,Sarcasm,Starbucks Ice,NA,NA
282,54,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",does ice count as part of the drink?,more,Sarcasm,Starbucks Ice,NA,NA
283,50,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",It's about time someone notices that ice is not coffee.,more,Sarcasm,Starbucks Ice,NA,NA
283,50,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",That's one determined octopus determined to find his way back to the sea.,more,Sarcasm,Inky the Octopus,NA,NA
285,32,m,Four-year college degree,In the middle,"Yes, English is my first language.",This raises an interesting question about consumer expectation.,less,Sarcasm,Starbucks Ice,NA,NA
285,32,m,Four-year college degree,In the middle,"Yes, English is my first language.",The Great Escape! I guess even animals no the true price of freedom.,more,Sarcasm,Inky the Octopus,compare,prisoner
286,30,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",Too much ice... is this really news?,more,Sarcasm,Starbucks Ice,NA,NA
286,30,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",Sounds like my ex-husband!,more,Sarcasm,Inky the Octopus,NA,NA
287,27,m,Two-year college degree,In the middle,"Yes, English is my first language.","This is a great lawsuit. This lady has every right to sue, because she needs all that money for the large issue of coffee quantity.",equal,Sarcasm,Starbucks Ice,NA,NA
287,27,m,Two-year college degree,In the middle,"Yes, English is my first language.",I am happy for the guy.,more,Sarcasm,Inky the Octopus,NA,NA
288,37,f,Four-year college degree,Near the bottom,"Yes, English is my first language.","This octopus must be an illegal immigrant, they locked him up and put a ""wall"" around and he still got out!",more,Sarcasm,Inky the Octopus,compare,immigrant
289,24,m,Completed High School,Near the bottom,"Yes, English is my first language.",I think this is some pointless lawsuit and I don't care at all whatsoever,less,Sarcasm,Starbucks Ice,NA,NA
289,24,m,Completed High School,Near the bottom,"Yes, English is my first language.",Well when you capture things all the time sometimes some of them learn,less,Sarcasm,Inky the Octopus,NA,NA
290,26,m,Four-year college degree,On the bottom,"Yes, English is my first language.","I'm not surprise, octopus are very smart.",more,Sarcasm,Inky the Octopus,NA,NA
291,44,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.","An octopus, named Inky, escaped out to sea, with no help, from the national aquarium of New Zealand.",less,Sarcasm,Inky the Octopus,NA,NA
291,44,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.","Starbucks is known for overcharging for their drinks, so the woman is actually really only getting a refund on what's she's already spent if she wins.",more,Sarcasm,Starbucks Ice,NA,NA
292,43,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",Learn how an octopus in an aquarium made a stealth escape and returned to sea!,more,Sarcasm,Inky the Octopus,NA,NA
292,43,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",I'm pretty sure that 10 oz of coffee (even Starbucks) isn't worth $5 million!,more,Sarcasm,Starbucks Ice,irony,hyperbole
293,30,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",Inky the Octopus crawled through a river of poop and came out clean on the other side...,more,Sarcasm,Inky the Octopus,compare,prisoner
294,22,m,Four-year college degree,In the middle,"Yes, English is my first language.","I can't believe Inky made it out; you know, I'm glad he has his freedom.",more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
294,22,m,Four-year college degree,In the middle,"Yes, English is my first language.","Well if this is true, this will certainly be an open and shut case.",more,Sarcasm,Starbucks Ice,NA,NA
297,41,m,Four-year college degree,Near the bottom,"Yes, English is my first language.","Starbucks probably just has an icemaker like mine at home that is sure to give you a glass full of ice in one go if you want one cube, but none if you want a lot.",more,Sarcasm,Starbucks Ice,NA,NA
297,41,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",I suspect the aquarium has now stopped showing Finding Dory to its residents on movie night.,more,Sarcasm & Metaphor,Inky the Octopus,compare,finding nemo
299,30,f,Two-year college degree,In the middle,"Yes, English is my first language.",Do you like ice? Starbucks serves a lot of it accordingly to this lady!,more,Sarcasm,Starbucks Ice,NA,NA
299,30,f,Two-year college degree,In the middle,"Yes, English is my first language.",I think this is pretty awesome.,less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
300,35,m,Four-year college degree,In the middle,"Yes, English is my first language.",That's one smart octopus to be able to do all that.,less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
300,35,m,Four-year college degree,In the middle,"Yes, English is my first language.",Couldn't she just have asked for less ice?,equal,Sarcasm,Starbucks Ice,NA,NA
301,29,f,Completed High School,Near the bottom,"Yes, English is my first language.","""Since 10 ounces of coffee does not give her a fix, I am sure 5 million will.""",equal,Sarcasm,Starbucks Ice,NA,NA
301,29,f,Completed High School,Near the bottom,"Yes, English is my first language.","""There's an octopus with more sense than most prison breakers.""",equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
302,26,m,Completed High School,Near the bottom,"Yes, English is my first language.",I think he we should look for a small blue fish in order to find him!,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
302,26,m,Completed High School,Near the bottom,"Yes, English is my first language.",I think that this woman really needs to slow down on the caffeine.,more,Sarcasm,Starbucks Ice,NA,NA
303,49,m,Completed High School,Near the bottom,"Yes, English is my first language.","I think maybe Inky just got tired of eating the same thing everyday, decided he was bored and that it was time to leave the aquarium scene.",equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
304,28,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",I couldn't do that.,less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
305,63,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",Perhaps Starbucks should use shaved ice which melts real quick and make their coffee stronger so that when it dilutes you don't need to rest after the adrenaline rush of a 24-ounce caffene shot.,more,Sarcasm,Starbucks Ice,NA,NA
305,63,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",I'm glad Inky decided to take that escape route he/she sounds almost  clever enough to have driven to the beach and effected the escape there directly out to sea.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
306,33,m,Completed High School,Near the bottom,"Yes, English is my first language.",Are octopusses outsmarting scientists now?  Hear the story tonight on the news!,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
307,29,m,Two-year college degree,On the bottom,"Yes, English is my first language.",Woman makes millions off starbucks drinks,more,Sarcasm,Starbucks Ice,NA,NA
307,29,m,Two-year college degree,On the bottom,"Yes, English is my first language.",Animal escapes the aquarium,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
